run,iteration,method_id,method,topology_id,topology,action_id,action_metric,source,supported,reduced_metrics,worsened_metrics,failed_metric_reduction,failed_metric_worsening,violation_reduction
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_6,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.004079,0.08321,-0.04278
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_6,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_07_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.0039059999999999997,0.0,0.000937
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_6,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_08_global_I_tail_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_01_M3_gm_id_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_02_global_vbias_ptail_set,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.008507,0.552985,-0.484988
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_03_global_vbias_ncas_set,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin,0.0,4.247413,-7.35787
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_04_M7_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.042589,0.0,0.018209
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_05_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.001107,0.000379,-0.000167
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.004079,0.08321,-0.04278
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_07_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.0039059999999999997,0.0,0.000937
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_08_global_I_tail_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_01_M3_gm_id_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_02_global_vbias_ptail_set,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.008507,0.552985,-0.484988
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_03_global_vbias_ncas_set,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin,0.0,4.247413,-7.35787
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_04_M7_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.042589,0.0,0.018209
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_05_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.001107,0.000379,-0.000167
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.004079,0.08321,-0.04278
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_07_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.0039059999999999997,0.0,0.000937
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_08_global_I_tail_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_01_M3_gm_id_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_02_global_vbias_ptail_set,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.008507,0.552985,-0.484988
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_03_global_vbias_ncas_set,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin,0.0,4.247413,-7.35787
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_04_M7_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.042589,0.0,0.018209
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_05_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.001107,0.000379,-0.000167
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.004079,0.08321,-0.04278
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_07_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.0039059999999999997,0.0,0.000937
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_8,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_08_global_I_tail_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_01_M3_gm_id_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_02_global_vbias_ptail_set,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.008507,0.552985,-0.484988
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_03_global_vbias_ncas_set,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin,0.0,4.247413,-7.35787
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_04_M7_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.042589,0.0,0.018209
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_05_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.001107,0.000379,-0.000167
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.004079,0.08321,-0.04278
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_07_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.0039059999999999997,0.0,0.000937
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_08_global_I_tail_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_01_M3_gm_id_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_02_global_vbias_ptail_set,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.008507,0.552985,-0.484988
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_03_global_vbias_ncas_set,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin,0.0,4.247413,-7.35787
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_04_M7_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.042589,0.0,0.018209
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_05_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.001107,0.000379,-0.000167
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.004079,0.08321,-0.04278
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_07_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.0039059999999999997,0.0,0.000937
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_08_global_I_tail_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_01_M3_gm_id_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_02_global_vbias_ptail_set,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.008507,0.552985,-0.484988
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_03_global_vbias_ncas_set,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin,0.0,4.247413,-7.35787
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_04_M7_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.042589,0.0,0.018209
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_05_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.001107,0.000379,-0.000167
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.004079,0.08321,-0.04278
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_07_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.0039059999999999997,0.0,0.000937
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_10,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_08_global_I_tail_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_01_M3_gm_id_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_02_global_vbias_ptail_set,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.008507,0.552985,-0.484988
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_03_global_vbias_ncas_set,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin,0.0,4.247413,-7.35787
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_04_M7_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.042589,0.0,0.018209
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_05_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.001107,0.000379,-0.000167
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.004079,0.08321,-0.04278
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_07_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.0039059999999999997,0.0,0.000937
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_08_global_I_tail_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_01_M3_gm_id_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_02_global_vbias_ptail_set,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.008507,0.552985,-0.484988
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_03_global_vbias_ncas_set,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin,0.0,4.247413,-7.35787
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_04_M7_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.042589,0.0,0.018209
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_05_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.001107,0.000379,-0.000167
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.004079,0.08321,-0.04278
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_07_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.0039059999999999997,0.0,0.000937
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_08_global_I_tail_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_01_M3_gm_id_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_02_global_vbias_ptail_set,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.008507,0.552985,-0.484988
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_03_global_vbias_ncas_set,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin,0.0,4.247413,-7.35787
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_04_M7_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.042589,0.0,0.018209
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_05_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.001107,0.000379,-0.000167
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,saturation_margin,0.004079,0.08321,-0.04278
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_07_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin,,0.0039059999999999997,0.0,0.000937
diagnosis_spice_postprocess_fallback__folded_cascode_ota_ihp130_frontier_stress__seed_9,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,folded_cascode_ota_ihp130,Folded cascode,dc_gain_08_global_I_tail_increase,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_1,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,dc_gain_01_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,unity_gain_bandwidth,dc_gain|saturation_margin,0.006159,0.002806,0.005475
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_1,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,dc_gain_02_M6_gm_id_increase,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin|unity_gain_bandwidth,0.0,0.086898,-0.14835
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_1,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,unity_gain_bandwidth_02_global_Cc_decrease,unity_gain_bandwidth,spice_small_perturbation,True,unity_gain_bandwidth,,0.020151,0.0,0.033592
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_1,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,saturation_margin_02_global_I_tail_increase,saturation_margin,spice_small_perturbation,False,,dc_gain|saturation_margin|unity_gain_bandwidth,0.0,0.212315,-0.373935
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_1,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,saturation_margin_03_M7_gm_id_increase,saturation_margin,spice_small_perturbation,True,dc_gain|saturation_margin|unity_gain_bandwidth,,0.006864,0.0,0.011561
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_1,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,dc_gain_04_M3_L_increase,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin|unity_gain_bandwidth,0.0,0.089606,-0.155513
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_1,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,dc_gain_05_M6_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|saturation_margin|unity_gain_bandwidth,,0.040864,0.0,0.068222
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_1,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,dc_gain_06_M7_L_increase,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin|unity_gain_bandwidth,0.0,0.007816,-0.013239
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_3,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,dc_gain_01_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,unity_gain_bandwidth,dc_gain|saturation_margin,0.01568,0.002687,0.01085
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_3,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,dc_gain_02_M6_gm_id_increase,dc_gain,spice_small_perturbation,False,,dc_gain|saturation_margin|unity_gain_bandwidth,0.0,0.199596,-0.255241
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_3,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,unity_gain_bandwidth_02_global_Cc_decrease,unity_gain_bandwidth,spice_small_perturbation,False,,unity_gain_bandwidth,0.0,0.012164,-0.012053
diagnosis_spice_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_3,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,two_stage_miller_ota,Two-stage,saturation_margin_02_global_I_tail_increase,saturation_margin,spice_small_perturbation,False,,dc_gain|saturation_margin|unity_gain_bandwidth,0.0,0.312141,-0.459128
